time,frequency,confidence
8.640,342.269,0.413544
8.650,338.366,0.382520
8.660,335.518,0.452719
8.670,332.843,0.439062
8.680,330.838,0.389114
8.690,651.997,0.128489
8.700,69.060,0.707440
8.710,69.289,0.746520
8.720,69.611,0.898141
8.730,69.445,0.944973
8.740,132.863,0.095275
8.750,179.131,0.129155
8.760,177.801,0.104041
8.770,178.715,0.055877
8.780,172.515,0.126634
8.790,166.332,0.504791
8.800,165.708,0.626600
8.810,83.176,0.632167
8.820,83.103,0.878927
8.830,82.805,0.957045
8.840,82.659,0.957386
8.850,82.657,0.953374
8.860,82.556,0.954028
8.870,82.576,0.956175
8.880,82.597,0.954132
8.890,82.796,0.714776
8.900,162.828,0.131918
8.910,325.220,0.379063
8.920,325.535,0.259896
8.930,328.138,0.512018
8.940,329.209,0.514205
8.950,164.984,0.430639
8.960,164.913,0.745911
8.970,164.961,0.903684
8.980,165.011,0.914649
8.990,165.083,0.882468
9.000,165.112,0.880506
9.010,164.888,0.840591
9.020,164.679,0.698519
9.030,164.526,0.506886
9.040,164.484,0.416837
9.050,164.132,0.396917
9.060,326.573,0.510454
9.070,319.498,0.546811
9.080,318.125,0.723806
9.090,316.335,0.762244
9.100,314.528,0.771515
9.110,312.766,0.650322
9.120,312.848,0.528863
9.130,155.673,0.564846
9.140,156.313,0.654763
9.150,156.805,0.760812
9.160,155.823,0.930274
9.170,155.783,0.943375
9.180,155.815,0.948142
9.190,155.765,0.952881
9.200,155.817,0.958240
9.210,155.189,0.869073
9.220,153.455,0.761218
9.230,151.335,0.373581
9.240,150.450,0.367459
9.250,148.549,0.396805
9.260,146.756,0.465597
9.270,146.098,0.607758
9.280,292.573,0.508951
9.290,145.870,0.674648
9.300,146.871,0.826530
9.310,147.154,0.867363
9.320,147.009,0.936971
9.330,147.156,0.951295
9.340,147.317,0.961523
9.350,147.243,0.962062
9.360,147.251,0.959863
9.370,146.916,0.556201
9.380,267.573,0.218242
9.390,269.632,0.474781
9.400,267.277,0.723555
9.410,264.500,0.779406
9.420,262.545,0.723004
9.430,261.824,0.634261
9.440,263.003,0.441062
9.450,131.615,0.656439
9.460,131.301,0.752019
9.470,131.309,0.735730
9.480,131.746,0.502903
9.490,65.010,0.576210
9.500,130.696,0.464025
9.510,130.874,0.773934
9.520,131.338,0.873623
9.530,129.467,0.651585
9.540,125.853,0.428158
9.550,115.840,0.248053
9.560,223.326,0.180842
9.570,222.149,0.295672
9.580,220.363,0.472746
9.590,220.485,0.718210
9.600,220.971,0.563804
9.610,221.144,0.449065
9.620,220.700,0.182781
9.630,54.902,0.142698
9.640,54.886,0.197277
9.650,54.795,0.221233
9.660,111.168,0.298130
9.670,111.400,0.507059
9.680,110.895,0.445764
9.690,316.598,0.294814
9.700,330.029,0.115189
9.710,174.104,0.185170
9.720,170.775,0.062222
9.730,329.213,0.215441
9.740,330.201,0.454945
9.750,82.704,0.697052
9.760,82.548,0.706682
9.770,329.884,0.522073
9.780,82.541,0.603869
9.790,82.735,0.632142
9.800,82.924,0.741716
9.810,165.556,0.494372
9.820,164.438,0.511469
9.830,164.665,0.563701
9.840,163.257,0.289217
9.850,367.581,0.127447
9.860,134.970,0.087775
9.870,138.139,0.096108
9.880,200.623,0.234227
9.890,197.517,0.472049
9.900,197.018,0.668777
9.910,196.755,0.625934
9.920,197.044,0.695381
9.930,196.883,0.661306
9.940,196.795,0.662228
9.950,196.249,0.683364
9.960,195.732,0.636292
9.970,195.176,0.662208
9.980,195.442,0.611000
9.990,195.630,0.483498
10.000,196.357,0.254213
10.010,191.732,0.244217
10.020,191.817,0.636733
10.030,191.768,0.744560
10.040,189.471,0.759986
10.050,187.185,0.771033
10.060,183.785,0.766180
10.070,182.900,0.816356
10.080,183.075,0.709845
10.090,92.933,0.706590
10.100,92.609,0.864894
10.110,92.575,0.881178
10.120,92.680,0.909667
10.130,92.688,0.916589
10.140,92.715,0.915812
10.150,92.537,0.915619
10.160,94.722,0.442941
10.170,93.946,0.159934
10.180,186.151,0.109590
10.190,184.925,0.367040
10.200,191.303,0.462102
10.210,190.789,0.556708
10.220,187.715,0.667074
10.230,186.364,0.541684
10.240,184.451,0.399142
10.250,91.552,0.293255
10.260,92.469,0.832508
10.270,92.692,0.896289
10.280,92.686,0.913374
10.290,92.545,0.921352
10.300,92.600,0.916432
10.310,93.257,0.827807
10.320,94.130,0.425399
10.330,278.168,0.328951
10.340,275.293,0.544864
10.350,277.534,0.730535
10.360,276.989,0.730184
10.370,277.052,0.788587
10.380,277.027,0.839923
10.390,276.833,0.693518
10.400,277.838,0.533685
10.410,139.364,0.618940
10.420,138.647,0.909638
10.430,138.716,0.917453
10.440,138.493,0.921478
10.450,138.622,0.922926
10.460,138.555,0.913742
10.470,138.505,0.769939
10.480,137.194,0.303477
10.490,173.191,0.200741
10.500,173.789,0.428152
10.510,177.453,0.693871
10.520,179.631,0.559072
10.530,183.869,0.464847
10.540,93.991,0.329911
10.550,189.316,0.257446
10.560,93.295,0.329511
10.570,92.869,0.761579
10.580,92.834,0.887667
10.590,92.925,0.914350
10.600,92.588,0.926402
10.610,92.510,0.909569
10.620,92.591,0.916178
10.630,92.717,0.571074
10.640,320.272,0.504253
10.650,323.894,0.479350
10.660,161.503,0.443656
10.670,159.090,0.545992
10.680,157.015,0.471457
10.690,157.052,0.758366
