time,frequency,confidence
7.120,214.577,0.746438
7.130,210.976,0.792310
7.140,206.521,0.693114
7.150,204.212,0.689242
7.160,200.932,0.621141
7.170,200.732,0.352961
7.180,180.689,0.293642
7.190,179.392,0.420655
7.200,196.904,0.375985
7.210,197.912,0.373434
7.220,199.894,0.371244
7.230,201.977,0.339838
7.240,201.979,0.294227
7.250,199.287,0.208803
7.260,195.279,0.547993
7.270,195.072,0.632862
7.280,194.305,0.477730
7.290,201.449,0.349226
7.300,203.407,0.485717
7.310,206.868,0.505702
7.320,209.166,0.543293
7.330,207.285,0.698943
7.340,205.718,0.756772
7.350,204.949,0.704151
7.360,204.293,0.655805
7.370,201.959,0.336019
7.380,167.818,0.096241
7.390,130.352,0.085536
7.400,120.289,0.093100
7.410,120.263,0.098234
7.420,138.677,0.041318
7.430,77.308,0.025427
7.440,68.406,0.051753
7.450,62.530,0.269223
7.460,57.749,0.521147
7.470,55.996,0.606985
7.480,55.118,0.528941
7.490,55.067,0.064661
7.500,1307.753,0.161527
7.510,1322.177,0.096461
7.520,278.543,0.113187
7.530,138.200,0.282961
7.540,136.754,0.201435
7.550,138.094,0.232134
7.560,46.455,0.311849
7.570,46.470,0.632666
7.580,46.205,0.374349
7.590,271.985,0.387900
7.600,136.382,0.078647
7.610,315.192,0.131588
7.620,281.525,0.079714
7.630,282.057,0.354774
7.640,280.237,0.583113
7.650,278.432,0.742178
7.660,276.999,0.813768
7.670,277.118,0.822827
7.680,276.408,0.784622
7.690,275.880,0.785855
7.700,275.246,0.802178
7.710,273.676,0.656782
7.720,273.050,0.299876
7.730,276.887,0.146723
7.740,46.689,0.171043
7.750,32.474,0.140345
7.760,1305.577,0.163922
7.770,1319.167,0.194051
7.780,1317.312,0.109581
7.790,1315.095,0.086188
7.800,1317.849,0.135239
7.810,1313.047,0.109614
7.820,32.395,0.045925
7.830,269.810,0.051835
7.840,162.401,0.039524
7.850,130.399,0.149165
7.860,120.214,0.103018
7.870,119.921,0.046461
7.880,115.189,0.026888
7.890,76.668,0.016642
7.900,69.579,0.081670
7.910,63.029,0.208158
7.920,58.734,0.413697
7.930,55.641,0.615759
7.940,54.073,0.212741
7.950,309.752,0.119967
7.960,311.934,0.690744
7.970,312.676,0.517515
7.980,311.943,0.611685
7.990,309.624,0.687243
8.000,309.723,0.771649
8.010,311.058,0.778756
8.020,310.776,0.798291
8.030,310.669,0.831377
8.040,309.187,0.790957
8.050,309.975,0.711675
8.060,310.538,0.609456
8.070,313.112,0.334925
8.080,1303.330,0.092420
8.090,1308.262,0.214561
8.100,61.129,0.174164
8.110,61.153,0.186949
8.120,61.535,0.619323
8.130,61.871,0.788704
8.140,61.769,0.878339
8.150,61.753,0.913255
8.160,61.441,0.795961
8.170,61.097,0.732798
8.180,61.422,0.821582
8.190,61.540,0.537387
8.200,61.988,0.440383
8.210,61.825,0.486484
8.220,271.646,0.106522
8.230,135.053,0.417791
8.240,137.249,0.315978
8.250,281.269,0.201871
8.260,277.860,0.264804
8.270,277.323,0.246867
8.280,277.004,0.360442
8.290,163.936,0.207684
8.300,150.893,0.326201
8.310,148.424,0.435563
8.320,150.834,0.062190
8.330,115.766,0.019358
8.340,114.283,0.021760
8.350,35.677,0.019512
8.360,69.623,0.070203
8.370,63.865,0.185944
8.380,59.158,0.246795
8.390,55.365,0.794081
8.400,55.173,0.829155
8.410,55.918,0.220347
8.420,83.086,0.194283
8.430,82.871,0.388183
8.440,162.877,0.251339
8.450,158.429,0.063593
8.460,275.895,0.094737
8.470,269.229,0.217879
8.480,271.237,0.238641
8.490,272.475,0.384820
8.500,275.332,0.491412
8.510,276.144,0.649313
8.520,275.092,0.594163
8.530,274.718,0.344847
8.540,206.185,0.220694
8.550,206.521,0.114173
8.560,206.766,0.077699
8.570,122.236,0.038806
8.580,164.559,0.025002
8.590,40.789,0.020975
8.600,40.926,0.111614
8.610,41.006,0.587360
8.620,41.004,0.364678
8.630,41.154,0.111900
8.640,163.799,0.122946
8.650,164.128,0.170163
8.660,165.866,0.158323
8.670,55.420,0.092072
8.680,124.357,0.101683
8.690,121.655,0.096815
8.700,84.416,0.088439
8.710,209.080,0.245454
8.720,248.769,0.293059
8.730,209.841,0.446089
8.740,210.977,0.489320
8.750,213.005,0.356623
8.760,160.207,0.163747
8.770,131.130,0.068356
8.780,120.291,0.057722
8.790,138.414,0.038740
8.800,138.925,0.030018
8.810,1236.019,0.017372
8.820,76.357,0.062229
8.830,63.841,0.147494
8.840,59.863,0.249714
8.850,56.175,0.630149
8.860,54.895,0.533150
8.870,42.104,0.065538
8.880,42.074,0.311384
8.890,164.143,0.097054
8.900,32.479,0.076550
8.910,52.337,0.106507
8.920,54.503,0.138906
8.930,158.606,0.063061
8.940,123.768,0.227882
8.950,124.381,0.289744
8.960,123.885,0.394156
8.970,41.343,0.811771
8.980,41.407,0.328623
8.990,41.250,0.303169
9.000,245.789,0.368386
9.010,119.840,0.388657
9.020,120.329,0.360619
9.030,120.813,0.327999
9.040,244.069,0.209310
9.050,121.702,0.102573
9.060,127.181,0.332614
9.070,126.887,0.319181
9.080,126.492,0.192633
9.090,131.118,0.237264
9.100,131.694,0.114652
9.110,133.204,0.173149
9.120,131.478,0.334856
9.130,132.115,0.144223
9.140,131.578,0.154092
9.150,43.758,0.079644
9.160,32.885,0.405109
9.170,32.970,0.530209
9.180,32.868,0.430844
9.190,169.183,0.154322
9.200,128.035,0.213680
9.210,128.857,0.197114
9.220,160.589,0.103269
9.230,149.605,0.127835
9.240,120.188,0.089101
9.250,119.191,0.019439
9.260,119.979,0.022244
9.270,140.733,0.012513
9.280,69.921,0.050186
9.290,63.918,0.134435
9.300,61.421,0.398668
9.310,56.349,0.438066
9.320,54.183,0.537084
9.330,51.938,0.444198
9.340,61.891,0.090591
9.350,92.906,0.138257
9.360,92.142,0.097769
9.370,92.718,0.300333
9.380,137.900,0.219009
9.390,182.480,0.254419
9.400,138.742,0.401047
9.410,182.460,0.392252
9.420,138.406,0.421972
9.430,182.880,0.319955
9.440,137.988,0.249266
9.450,184.674,0.223443
9.460,183.888,0.327922
9.470,183.127,0.244929
9.480,328.226,0.332356
9.490,328.110,0.569676
9.500,329.636,0.613690
9.510,329.876,0.571618
9.520,330.043,0.430525
9.530,46.226,0.339556
9.540,45.965,0.193313
9.550,992.717,0.232001
9.560,991.778,0.540643
9.570,989.738,0.450756
9.580,989.359,0.690687
9.590,988.860,0.556043
9.600,986.765,0.491885
9.610,46.303,0.594561
9.620,46.232,0.348650
9.630,46.234,0.147989
9.640,981.557,0.223067
9.650,982.208,0.205873
9.660,981.445,0.092317
9.670,46.698,0.110199
9.680,250.081,0.122369
9.690,157.821,0.102258
9.700,125.076,0.123506
9.710,119.791,0.124078
9.720,119.663,0.033139
9.730,140.944,0.027615
9.740,76.405,0.032333
9.750,64.808,0.075273
9.760,61.615,0.259309
9.770,57.447,0.466379
9.780,55.046,0.421456
9.790,61.455,0.080681
9.800,61.807,0.376767
9.810,250.310,0.237316
9.820,247.996,0.466426
9.830,248.559,0.463826
9.840,246.962,0.448331
9.850,247.522,0.334394
9.860,123.375,0.382715
9.870,122.900,0.328424
9.880,122.575,0.359074
9.890,182.553,0.313106
9.900,181.793,0.469063
9.910,180.993,0.359511
9.920,178.828,0.467074
9.930,179.317,0.297505
9.940,179.193,0.069120
9.950,46.452,0.270322
9.960,988.696,0.080032
9.970,988.383,0.124325
9.980,61.374,0.174899
9.990,61.188,0.224856
10.000,61.363,0.207079
10.010,988.347,0.258623
10.020,986.414,0.299018
10.030,988.168,0.280127
10.040,61.717,0.447852
10.050,61.296,0.579967
10.060,61.364,0.453412
10.070,285.030,0.196588
10.080,238.912,0.109249
10.090,285.599,0.417067
10.100,282.009,0.602378
10.110,276.242,0.466819
10.120,274.636,0.452257
10.130,274.929,0.359308
10.140,274.271,0.320565
10.150,146.431,0.175082
10.160,130.940,0.177838
10.170,125.645,0.119605
10.180,123.837,0.060907
10.190,114.661,0.023308
10.200,36.062,0.035180
10.210,68.402,0.068928
10.220,63.100,0.364321
10.230,57.667,0.129889
10.240,54.133,0.293542
10.250,50.514,0.490271
10.260,49.197,0.610162
10.270,49.433,0.080724
10.280,882.962,0.167605
10.290,881.794,0.104459
10.300,882.638,0.064519
10.310,264.827,0.172771
10.320,267.668,0.191575
10.330,275.082,0.216830
10.340,277.027,0.337928
10.350,205.706,0.402384
10.360,277.499,0.301242
10.370,277.281,0.381074
10.380,276.958,0.249687
10.390,124.107,0.508333
10.400,122.478,0.484867
10.410,122.183,0.485735
10.420,122.369,0.295002
10.430,122.670,0.471037
10.440,122.556,0.376968
10.450,122.731,0.334194
10.460,123.230,0.486927
10.470,122.963,0.252026
10.480,742.746,0.229859
10.490,742.827,0.341204
10.500,741.669,0.351386
10.510,741.876,0.440307
10.520,741.197,0.535936
10.530,250.067,0.400075
10.540,250.250,0.552416
10.550,250.618,0.477246
10.560,249.948,0.445210
10.570,249.085,0.351329
10.580,124.722,0.303291
10.590,124.118,0.399707
10.600,246.501,0.336537
10.610,161.721,0.131422
10.620,134.503,0.154855
10.630,121.219,0.174295
10.640,242.128,0.106195
10.650,139.215,0.026666
10.660,76.578,0.014763
10.670,76.977,0.039411
10.680,62.179,0.189994
10.690,57.479,0.518504
10.700,55.436,0.791173
10.710,54.035,0.493241
